home_team,away_team,home_points,away_points
UW-Stout,UW-River Falls,35.0,49.0
UW-Whitewater,Wisconsin-Platteville,45.0,23.0
Bridgewater (VA),Ferrum,48.0,16.0
Wisconsin Lutheran,Benedictine (IL),24.0,34.0
Eureka College,Concordia (WI),21.0,35.0
Washington (MO),Elmhurst,66.0,0.0
Carthage,Carroll (WI),30.0,27.0
East Texas Baptist,Sul Ross State,24.0,10.0
Hardin-Simmons,Mary Hardin-Baylor,24.0,14.0
McMurry,Austin College,51.0,13.0
Coe,Luther,64.0,2.0
Wartburg,Central,24.0,14.0
Buena Vista,Loras College,21.0,49.0
Morehouse,Kentucky State,21.0,23.0
Fort Valley State,Virginia Lynchburg,37.0,26.0
Allen,Edward Waters,59.0,21.0
Colorado Mines,Western State,42.0,7.0
New Mexico Highlands,Chadron State,21.0,24.0
South Dakota,South Dakota State,3.0,37.0
St. Thomas (MN),Marist,49.0,14.0
Furman,East Tennessee State,16.0,8.0
Muhlenberg,Johns Hopkins,28.0,34.0
NC State,Clemson,24.0,17.0
Washburn,Northwest Missouri State,31.0,52.0
Brockport State (NY),Utica,38.0,3.0
Illinois College,Grinnell,93.0,0.0
Illinois Wesleyan,Augustana (IL),14.0,44.0
Millikin,Wheaton College (Ill),0.0,75.0
Concord,WV Wesleyan,38.0,9.0
Minnesota State,Southwest Minnesota State,30.0,12.0
Knox College,Cornell College (IA),21.0,28.0
St. Johns (MN),St. Scholastica,62.0,7.0
Hamline,Macalester,38.0,27.0
Indiana (PA),Gannon,15.0,16.0
St. Olaf College,Gustavus Adolphus,40.0,41.0
Rose-Hulman,Hanover,44.0,39.0
North Park,North Central,0.0,56.0
Howard Payne,Texas Lutheran,31.0,27.0
Carleton,Bethel (MN),0.0,40.0
Northwestern (MN),Martin Luther College,21.0,14.0
Rhodes,Birmingham-Southern,34.0,8.0
SUNY Maritime,Coast Guard,24.0,21.0
Rockford,Aurora,10.0,77.0
Concordia (IL),St. Norbert,7.0,56.0
Lake Forest,Beloit College,41.0,0.0
Hillsdale,Lake Erie College,52.0,21.0
Fort Hays State,Central Oklahoma,34.0,0.0
Ripon,Monmouth (IL),3.0,45.0
Wingate,Lenoir-Rhyne,34.0,30.0
Hartwick,SUNY Cortland,7.0,73.0
Western Carolina,Mercer,38.0,45.0
UW-Oshkosh,Wisconsin-Stevens Point,66.0,28.0
Samford,The Citadel,37.0,7.0
LaGrange College,Brevard College,20.0,30.0
North Texas,Memphis,42.0,45.0
Colorado State-Pueblo,Colorado Mesa,59.0,20.0
Adams State,South Dakota Mines,9.0,63.0
Adrian,Albion,21.0,34.0
Southern Arkansas,Southwestern Oklahoma,41.0,10.0
Missouri Southern State,Central Missouri State,21.0,42.0
Emporia State,Nebraska-Kearney,39.0,17.0
Henderson State,Northwestern Oklahoma State,51.0,0.0
Southeastern Oklahoma,Harding,0.0,55.0
Carson-Newman,Emory & Henry,37.0,7.0
Oklahoma Baptist,Arkansas-Monticello,28.0,7.0
Pittsburg State,Sioux Falls,55.0,6.0
Grand Valley State,Michigan Tech,44.0,13.0
East Central,Arkansas Tech,16.0,18.0
Savannah State,Benedict College,17.0,38.0
UNC Pembroke,Glenville State,49.0,0.0
Montana,Northern Colorado,40.0,0.0
Houston Christian,Texas A&M-Commerce,17.0,13.0
Nicholls,Southeast Missouri State,31.0,35.0
Kennesaw State,Lincoln University (CA),28.0,12.0
Southern Utah,Abilene Christian,52.0,14.0
Grambling,Bethune-Cookman,28.0,14.0
Arkansas-Pine Bluff,Jackson State,14.0,40.0
Alcorn State,Mississippi Valley State,24.0,3.0
Tennessee State,Lindenwood,43.0,20.0
North Dakota State,Murray State,38.0,6.0
Alabama State,Alabama A&M,31.0,16.0
Auburn,Mississippi State,27.0,13.0
Richmond,Campbell,44.0,13.0
Nebraska,Purdue,31.0,14.0
Miami,Virginia,29.0,26.0
Louisville,Duke,23.0,0.0
Notre Dame,Pittsburgh,58.0,7.0
Utah,Oregon,6.0,35.0
Texas,BYU,35.0,6.0
Florida,Georgia,20.0,43.0
Baylor,Iowa State,18.0,30.0
UT San Antonio,East Carolina,41.0,27.0
Appalachian State,Southern Mississippi,48.0,38.0
Minnesota,Michigan State,27.0,12.0
Ohio,Miami (OH),16.0,30.0
Linfield,Pacific (OR),42.0,27.0
Willamette,Puget Sound,21.0,40.0
Livingstone,St. Augustine's,34.0,14.0
West Florida,Valdosta State,28.0,31.0
Rice,Tulane,28.0,30.0
California,USC,49.0,50.0
Catawba,Barton College,32.0,27.0
Lewis & Clark,Whitworth,21.0,63.0
Claremont,Chapman,10.0,14.0
Quincy,McKendree,34.0,41.0
Western Illinois,Southern Illinois,0.0,63.0
Castleton State College,Dean College,18.0,19.0
Idaho,Montana State,24.0,21.0
Austin Peay,North Alabama,49.0,39.0
Charleston Southern,Bryant,24.0,47.0
Florida A&M,Prairie View,45.0,7.0
Lamar,Incarnate Word,7.0,17.0
Portland State,Eastern Washington,47.0,35.0
Northern Arizona,UC Davis,38.0,21.0
Harvard,Dartmouth,17.0,9.0
Central Arkansas,Tarleton State,23.0,25.0
Southern,Texas Southern,23.0,17.0
Simpson College,Dubuque,21.0,45.0
San Diego,Morehead State,17.0,11.0
Montclair State,Rowan,14.0,21.0
Louisiana Monroe,Arkansas State,24.0,34.0
South Alabama,Louisiana,20.0,33.0
Boise State,Wyoming,32.0,7.0
Methodist,NC Wesleyan,3.0,27.0
Indianapolis,Upper Iowa,35.0,7.0
Washington & Jefferson,Case Western Reserve,38.0,33.0
Coastal Carolina,Marshall,34.0,6.0
University of Texas of the Permian Basin,Western Oregon,28.0,16.0
Kentucky Wesleyan,Northwood (MI),13.0,28.0
George Fox University,Pacific Lutheran,35.0,25.0
Colorado State,Air Force,13.0,30.0
Davidson,Presbyterian College,45.0,28.0
Kentucky,Tennessee,27.0,33.0
Texas State,Troy,13.0,31.0
Stanford,Washington,33.0,42.0
Wisconsin,Ohio State,10.0,24.0
Ole Miss,Vanderbilt,33.0,7.0
UCLA,Colorado,28.0,16.0
Arizona State,Washington State,38.0,27.0
James Madison,Old Dominion,30.0,27.0
Georgia Tech,North Carolina,46.0,42.0
Texas A&M-Kingsville,Central Washington,17.0,21.0
West Texas A&M,Angelo State,10.0,27.0
Oklahoma State,Cincinnati,45.0,13.0
Midwestern State,Western New Mexico,56.0,7.0
Utah Tech,Eastern Kentucky,30.0,34.0
Sacramento State,Idaho State,51.0,16.0
Cal Lutheran,Pomona-Pitzer,24.0,38.0
Redlands,La Verne,40.0,12.0
Nevada,New Mexico,34.0,24.0
Fresno State,UNLV,31.0,24.0
Arizona,Oregon State,27.0,24.0
Hawai'i,San José State,0.0,35.0
Worcester State College,Western Connecticut State,10.0,58.0
Central Michigan,Northern Illinois,37.0,31.0
Toledo,Buffalo,31.0,13.0
Bowling Green,Ball State,24.0,21.0
Akron,Kent State,31.0,27.0
Texas Tech,TCU,35.0,28.0
Charleston (WV),West Liberty,42.0,17.0
Bethune-Cookman,Mississippi Valley State,20.0,7.0
Duke,Wake Forest,24.0,21.0
Troy,South Alabama,28.0,10.0
Dartmouth,Princeton,23.0,21.0
Syracuse,Boston College,10.0,17.0
Wyoming,Colorado State,24.0,15.0
American International,Post University,41.0,17.0
Framingham State,Bridgewater State,7.0,21.0
Fitchburg State,Western Connecticut State,0.0,54.0
Westfield State,Worcester State College,30.0,12.0
Sacred Heart,Central Connecticut,31.0,24.0
UVA-Wise,Carson-Newman,7.0,52.0
Norwich,Springfield,7.0,58.0
Walsh,Hillsdale,3.0,28.0
Michigan State,Nebraska,20.0,17.0
Florida,Arkansas,36.0,39.0
Wilkes,Catholic University,35.0,40.0
Lebanon Valley,FDU-Florham,21.0,28.0
Clarion,Indiana (PA),27.0,39.0
St. Anselm,Franklin Pierce,24.0,17.0
Gannon,California (PA),17.0,34.0
Stevenson,King's College (PA),8.0,16.0
Wheeling Jesuit,West Virginia State,29.0,22.0
Millersville,Bloomsburg,31.0,34.0
Edinboro,Slippery Rock,18.0,56.0
Tennessee,Connecticut,59.0,3.0
Endicott College,Curry,48.0,6.0
Shepherd,East Stroudsburg,44.0,17.0
West Chester,Kutztown,17.0,27.0
Lycoming,Moravian,31.0,20.0
NC Wesleyan,Maryville TN,14.0,49.0
Ole Miss,Texas A&M,38.0,35.0
Alfred State College,Castleton State College,44.0,8.0
SUNY Cortland,Brockport State (NY),41.0,17.0
Rutgers,Ohio State,16.0,35.0
College of New Jersey,William Paterson,31.0,14.0
Juniata,Keystone,35.0,42.0
Gallaudet,Dean College,38.0,16.0
Davenport,Ferris State,10.0,28.0
Hiram,Wabash College,13.0,52.0
Bentley,Assumption,31.0,6.0
Texas,Kansas State,33.0,30.0
Clemson,Notre Dame,31.0,23.0
Plymouth State,Mass Maritime,31.0,21.0
Presbyterian College,San Diego,13.0,23.0
Marist,Drake,3.0,10.0
Brown,Yale,17.0,36.0
Lehigh,Holy Cross,24.0,28.0
St Francis (PA),Long Island University,28.0,29.0
Wagner,Duquesne,26.0,34.0
North Carolina,Campbell,59.0,7.0
South Carolina,Jacksonville State,38.0,28.0
Indiana,Wisconsin,20.0,14.0
Columbia,Harvard,24.0,38.0
Lafayette,Colgate,34.0,37.0
Hamilton,Middlebury,7.0,41.0
WV Wesleyan,Fairmont State,20.0,55.0
Kentucky State,Central State,10.0,20.0
North Greenville,Shorter,27.0,17.0
Dickinson,Johns Hopkins,23.0,34.0
University of New England,Husson,27.0,30.0
Buffalo State,Union,17.0,43.0
Hendrix College,Centre,29.0,47.0
Nebraska-Kearney,Lincoln (MO),38.0,6.0
Ashland,Findlay,37.0,35.0
Hobart,Rensselaer,31.0,21.0
Trinity (CT),Bates College,52.0,7.0
St Lawrence,Ithaca,14.0,51.0
Kenyon,Denison,15.0,38.0
Kean,Rowan,6.0,16.0
Hope,Trine,38.0,28.0
Methodist,LaGrange College,38.0,27.0
Muhlenberg,Franklin & Marshall,48.0,45.0
Brevard College,Huntingdon,27.0,31.0
Wayne State (MI),Grand Valley State,10.0,66.0
Truman State,Upper Iowa,14.0,7.0
St. Augustine's,Shaw,14.0,21.0
Johnson C Smith,Livingstone,38.0,17.0
Virginia Union,Virginia State,30.0,20.0
Lincoln (PA),Bowie State,39.0,46.0
Williams,Wesleyan,22.0,30.0
Tufts,Colby,38.0,0.0
Gettysburg,Ursinus,35.0,48.0
Alvernia University,Albright,28.0,16.0
Northwood (MI),Thomas More,24.0,20.0
Misericordia,Delaware Valley,6.0,28.0
Pennsylvania,Cornell,23.0,8.0
Widener,Eastern University,42.0,10.0
Michigan Tech,Minot State,37.0,3.0
Saginaw Valley,Northern Michigan,62.0,17.0
Ohio Dominican,Tiffin,10.0,44.0
Shippensburg,Lock Haven,7.0,21.0
Elizabeth City State,Bluefield,38.0,20.0
Morrisville State,St. John Fisher,30.0,15.0
Alderson-Broaddus,UNC Pembroke,0.0,0.0
Delaware,Elon,27.0,33.0
Indiana State,Youngstown State,7.0,19.0
Fordham,Bucknell,27.0,21.0
Sam Houston State,Kennesaw State,24.0,21.0
Western New England,Nichols,69.0,28.0
Pace,New Haven,14.0,17.0
Northwestern (MN),Westminster,36.0,18.0
Wooster,Oberlin,36.0,0.0
William Jewell College,Southwest Baptist,3.0,71.0
University of Mary,Southwest Minnesota State,32.0,28.0
Minnesota-Duluth,Concordia-St. Paul,44.0,32.0
Concord,Notre Dame College,14.0,24.0
Frostburg State,Glenville State,10.0,13.0
Greenville,Kalamazoo,23.0,33.0
Emory & Henry,Erskine,56.0,14.0
Tusculum,Mars Hill,29.0,27.0
Olivet College,Albion,7.0,35.0
Bowdoin,Amherst College,23.0,27.0
Christopher Newport,Montclair State,14.0,19.0
Stetson,Davidson,41.0,61.0
Maine,Hampton,35.0,42.0
Bryant,Gardner-Webb,44.0,45.0
Monmouth,Stony Brook,56.0,17.0
Geneva College,Washington & Jefferson,7.0,45.0
New Hampshire,Villanova,33.0,45.0
East Tennessee State,VMI,24.0,31.0
Albany,William & Mary,24.0,8.0
Westminster PA,Carnegie Mellon,7.0,21.0
Southern Virginia,Belhaven College,7.0,61.0
Sewanee Univ. of the South,Trinity (TX),6.0,44.0
Hampden-Sydney,Shenandoah,26.0,25.0
Morgan State,Delaware State,24.0,17.0
Adrian,Alma College,24.0,45.0
St. Vincent,Thiel College,27.0,30.0
Newberry,Wingate,17.0,21.0
North Carolina A&T,Towson,32.0,42.0
Bethany (WV),Waynesburg,26.0,35.0
Franklin,Manchester,36.0,0.0
Baldwin-Wallace,Heidelberg,24.0,21.0
Ohio Northern,Otterbein,49.0,6.0
Bluffton,Mount St. Joseph,27.0,49.0
Hanover,Anderson (IN),69.0,0.0
Chattanooga,Furman,14.0,17.0
Capital,Marietta,14.0,45.0
Defiance,Rose-Hulman,54.0,78.0
Muskingum,Wilmington (OH),64.0,63.0
John Carroll,Mount Union,14.0,49.0
Ouachita Baptist,Oklahoma Baptist,55.0,14.0
Benedict College,Allen,37.0,9.0
Concordia (WI),Rockford,66.0,21.0
Virginia,Georgia Tech,17.0,45.0
Utah,Arizona State,55.0,3.0
Salve Regina,SUNY Maritime,49.0,0.0
Mercyhurst,Seton Hill College,0.0,14.0
Alfred,Hartwick,42.0,6.0
Gustavus Adolphus,Carleton,38.0,20.0
Ferrum,Randolph-Macon,16.0,49.0
Wisconsin-Platteville,UW-Oshkosh,22.0,7.0
West Alabama,Valdosta State,14.0,20.0
Western New Mexico,University of Texas of the Permian Basin,3.0,56.0
Eastern New Mexico,West Texas A&M,35.0,27.0
Emporia State,Missouri Southern State,63.0,28.0
Missouri Western,Pittsburg State,31.0,30.0
Grinnell,Chicago,14.0,48.0
Sioux Falls,Wayne State (NE),20.0,28.0
Carthage,Augustana (IL),13.0,16.0
Carroll (WI),Millikin,41.0,0.0
Bemidji State,Minnesota St-Moorhead,27.0,14.0
Winona State,Minnesota State,42.0,49.0
Colorado Mines,New Mexico Highlands,77.0,3.0
South Dakota Mines,Colorado State-Pueblo,28.0,35.0
Lenoir-Rhyne,Catawba,28.0,7.0
Fort Valley State,Albany State (GA),7.0,13.0
Clark Atlanta,Morehouse,21.0,35.0
Central,Buena Vista,56.0,22.0
Dubuque,Coe,20.0,23.0
Loras College,Simpson College,82.0,16.0
Nebraska Wesleyan University,Wartburg,0.0,45.0
Austin College,Hardin-Simmons,19.0,59.0
Sul Ross State,Howard Payne,47.0,42.0
Mary Hardin-Baylor,East Texas Baptist,21.0,12.0
North Central,Illinois Wesleyan,83.0,26.0
Wheaton College (Ill),Washington (MO),36.0,35.0
Beloit College,Ripon,17.0,52.0
Wisconsin Lutheran,Concordia (IL),28.0,21.0
Martin Luther College,Minnesota-Morris,27.0,30.0
Wisconsin-Eau Claire,UW-Stout,13.0,38.0
Macalester,Augsburg,34.0,42.0
Bethel (MN),Concordia (MN),31.0,14.0
St. Scholastica,Hamline,26.0,33.0
St. Olaf College,St. Johns (MN),10.0,49.0
Temple,Navy,32.0,18.0
Elmhurst,North Park,8.0,31.0
McDaniel College,Salisbury,20.0,59.0
Cornell College (IA),Illinois College,34.0,76.0
Knox College,Lawrence,48.0,28.0
Aurora,Lakeland University,70.0,14.0
Southeast Missouri State,Robert Morris,20.0,21.0
Morehead State,Butler,7.0,49.0
Central Missouri State,Fort Hays State,47.0,28.0
Quincy,Missouri S&T,14.0,21.0
UW-River Falls,Wisconsin-La Crosse,28.0,31.0
Texas Lutheran,McMurry,33.0,36.0
Southern Illinois,South Dakota,7.0,14.0
Case Western Reserve,Allegheny,42.0,14.0
Washington & Lee,Bridgewater (VA),31.0,21.0
Benedictine (IL),Eureka College,41.0,21.0
Murray State,North Dakota,31.0,45.0
Monmouth (IL),Lake Forest,16.0,14.0
Wisconsin-Stevens Point,UW-Whitewater,0.0,48.0
Fayetteville State,Winston-Salem,40.0,34.0
The Citadel,Mercer,16.0,38.0
Northern Iowa,Western Illinois,50.0,6.0
Luther,Lyon College,21.0,28.0
Millsaps,Southwestern University,13.0,42.0
Alabama A&M,Florida A&M,28.0,42.0
Valparaiso,Dayton,21.0,7.0
Tennessee Tech,UT Martin,41.0,44.0
Air Force,Army,3.0,23.0
Jackson State,Texas Southern,21.0,19.0
Alcorn State,Southern,44.0,21.0
Northern State,Augustana (SD),21.0,31.0
Colorado Mesa,Chadron State,38.0,22.0
Memphis,South Florida,59.0,50.0
Prairie View,Arkansas-Pine Bluff,38.0,14.0
UAB,Florida Atlantic,45.0,42.0
Northeastern State,Northwest Missouri State,0.0,52.0
Black Hills State,Adams State,35.0,28.0
Lane,Savannah State,27.0,21.0
Abilene Christian,Utah Tech,24.0,7.0
Arkansas State,Louisiana,37.0,17.0
Western State,Fort Lewis,57.0,3.0
Guilford,Averett,13.0,34.0
Southern Utah,Lincoln University (CA),35.0,6.0
North Texas,UT San Antonio,29.0,37.0
Indianapolis,McKendree,16.0,21.0
Missouri State,Illinois State,35.0,36.0
Northern Colorado,Idaho,13.0,27.0
Northwestern State,Houston Christian,0.0,1.0
South Dakota State,North Dakota State,33.0,16.0
Lindenwood,Eastern Illinois,10.0,16.0
Arkansas-Monticello,Southern Nazarene,14.0,41.0
Southwestern Oklahoma,Henderson State,0.0,56.0
Wofford,Western Carolina,25.0,28.0
Northwestern Oklahoma State,Southern Arkansas,14.0,42.0
Montana State,Northern Arizona,45.0,21.0
Mississippi College,West Florida,14.0,42.0
Central Oklahoma,Washburn,41.0,7.0
North Carolina Central,Norfolk State,38.0,24.0
Cincinnati,UCF,26.0,28.0
Baylor,Houston,24.0,25.0
UMass,Merrimack,31.0,21.0
Maryland,Penn State,15.0,51.0
Minnesota,Illinois,26.0,27.0
South Carolina State,Howard,27.0,24.0
Northwestern,Iowa,7.0,10.0
Oklahoma State,Oklahoma,27.0,24.0
Pittsburgh,Florida State,7.0,24.0
Louisville,Virginia Tech,34.0,3.0
Old Dominion,Coastal Carolina,24.0,28.0
Georgia State,James Madison,14.0,42.0
East Carolina,Tulane,10.0,13.0
Georgia,Missouri,30.0,21.0
Pacific Lutheran,Linfield,19.0,42.0
Whitworth,George Fox University,24.0,13.0
Harding,East Central,48.0,7.0
Tulsa,Charlotte,26.0,33.0
Ohio Wesleyan,Wittenberg,28.0,36.0
Southern Mississippi,Louisiana Monroe,24.0,7.0
Vanderbilt,Auburn,15.0,31.0
Incarnate Word,Nicholls,32.0,45.0
Southeastern Louisiana,McNeese,38.0,24.0
Charleston Southern,Tennessee State,35.0,21.0
Eastern Washington,Cal Poly,48.0,13.0
Nevada,Hawai'i,14.0,27.0
Lamar,Texas A&M-Commerce,41.0,21.0
Western Oregon,Texas A&M-Kingsville,27.0,34.0
Arkansas Tech,Southeastern Oklahoma,14.0,7.0
North Alabama,Central Arkansas,14.0,27.0
Eastern Kentucky,Austin Peay,30.0,33.0
Texas State,Georgia Southern,45.0,24.0
Miles,Tuskegee,35.0,10.0
Alabama State,Grambling,17.0,6.0
Oregon,California,63.0,19.0
Birmingham-Southern,Berry College,6.0,53.0
Edward Waters,Virginia Lynchburg,41.0,17.0
Barton College,Limestone,28.0,33.0
Worcester Polytechnic,Coast Guard,21.0,28.0
Appalachian State,Marshall,31.0,9.0
West Georgia,Delta State,13.0,47.0
New Mexico State,Middle Tennessee,13.0,7.0
New Mexico,UNLV,14.0,56.0
Idaho State,Weber State,21.0,33.0
Liberty,Louisiana Tech,56.0,30.0
Lake Erie College,Kentucky Wesleyan,37.0,43.0
West Virginia,BYU,37.0,7.0
Iowa State,Kansas,21.0,28.0
UC Davis,Portland State,37.0,23.0
Pacific (OR),Willamette,64.0,6.0
Angelo State,Midwestern State,27.0,12.0
San Diego State,Utah State,24.0,32.0
Tarleton State,Stephen F. Austin,59.0,17.0
Michigan,Purdue,41.0,13.0
Mississippi State,Kentucky,3.0,24.0
USC,Washington,42.0,52.0
Rice,SMU,31.0,36.0
Alabama,LSU,42.0,28.0
NC State,Miami,20.0,6.0
Montana,Sacramento State,34.0,7.0
Washington State,Stanford,7.0,10.0
Lewis & Clark,Puget Sound,66.0,24.0
UTEP,Western Kentucky,13.0,21.0
Fresno State,Boise State,37.0,30.0
Pomona-Pitzer,Redlands,20.0,7.0
Chapman,La Verne,37.0,7.0
Cal Lutheran,Claremont,13.0,30.0
Colorado,Oregon State,19.0,26.0
Arizona,UCLA,27.0,10.0
Western Michigan,Central Michigan,38.0,28.0
Northern Illinois,Ball State,17.0,20.0
Buffalo,Ohio,10.0,20.0
Kent State,Bowling Green,19.0,49.0
Miami (OH),Akron,19.0,0.0
Toledo,Eastern Michigan,49.0,23.0
Louisiana,Southern Mississippi,31.0,34.0
Louisville,Virginia,31.0,24.0
College of New Jersey,Christopher Newport,21.0,27.0
Rowan,William Paterson,24.0,14.0
Salisbury,Kean,31.0,28.0
Arkansas-Pine Bluff,Grambling,14.0,43.0
SMU,North Texas,45.0,21.0
UNLV,Wyoming,34.0,14.0
Illinois,Indiana,48.0,45.0
Amherst College,Williams,21.0,14.0
Mass Maritime,Bridgewater State,6.0,48.0
Albright,Lebanon Valley,9.0,47.0
Moravian,Wilkes,6.0,41.0
Brockport State (NY),Alfred,35.0,14.0
UVA-Wise,Wingate,0.0,27.0
Notre Dame College,Alderson-Broaddus,0.0,0.0
Wesleyan,Trinity (CT),6.0,58.0
Curry,Western New England,27.0,48.0
South Florida,Temple,27.0,23.0
Belhaven College,Brevard College,46.0,19.0
Tulane,Tulsa,24.0,22.0
Kansas,Texas Tech,13.0,16.0
Clemson,Georgia Tech,42.0,21.0
Norwich,Salve Regina,0.0,38.0
Greensboro,Methodist,27.0,21.0
Coast Guard,Merchant Marine,27.0,39.0
Kentucky,Alabama,21.0,49.0
Monmouth,New Hampshire,24.0,31.0
Robert Morris,Charleston Southern,14.0,12.0
Youngstown State,South Dakota State,0.0,27.0
Illinois State,Murray State,44.0,7.0
Long Island University,Wagner,49.0,14.0
Duquesne,Stonehill,28.0,33.0
Merrimack,Central Connecticut,35.0,24.0
Army,Holy Cross,17.0,14.0
Nebraska,Maryland,10.0,13.0
South Carolina,Vanderbilt,47.0,6.0
Boston College,Virginia Tech,22.0,48.0
Penn State,Michigan,15.0,24.0
Delaware Valley,Widener,23.0,6.0
Fitchburg State,Westfield State,0.0,49.0
Thomas More,Lake Erie College,44.0,6.0
West Chester,Clarion,34.0,7.0
Assumption,Southern Connecticut State,14.0,20.0
Nichols,Husson,31.0,61.0
South Carolina State,Morgan State,17.0,20.0
Delaware State,Norfolk State,21.0,44.0
Endicott College,University of New England,41.0,14.0
West Virginia State,Charleston (WV),20.0,52.0
Fairmont State,Frostburg State,20.0,50.0
Findlay,Tiffin,7.0,26.0
FDU-Florham,Misericordia,3.0,6.0
Upper Iowa,Quincy,28.0,38.0
Princeton,Yale,28.0,36.0
Union,Rensselaer,13.0,7.0
UMass Dartmouth,Plymouth State,41.0,7.0
Bates College,Hamilton,7.0,21.0
Dean College,Alfred State College,3.0,55.0
Rochester,Hobart,23.0,27.0
Shepherd,Mercyhurst,49.0,25.0
Walsh,Northwood (MI),24.0,31.0
Bloomsburg,Indiana (PA),0.0,31.0
Millersville,Seton Hill College,10.0,30.0
Ithaca,SUNY Cortland,28.0,38.0
Kutztown,Slippery Rock,31.0,7.0
Middlebury,Tufts,19.0,10.0
Lafayette,Fordham,24.0,16.0
Columbia,Brown,14.0,21.0
Luther,Dubuque,10.0,42.0
Rockford,Concordia (IL),61.0,41.0
Washington & Jefferson,Waynesburg,33.0,28.0
Mars Hill,Newberry,21.0,14.0
Minnesota St-Moorhead,University of Mary,35.0,7.0
Beloit College,Illinois College,7.0,54.0
Centre,Birmingham-Southern,10.0,6.0
Lawrence,Ripon,34.0,55.0
Trine,Kalamazoo,42.0,29.0
Monmouth (IL),Knox College,42.0,7.0
Denison,Ohio Wesleyan,29.0,26.0
Hartwick,Morrisville State,13.0,38.0
Wittenberg,Wooster,52.0,24.0
Randolph-Macon,Hampden-Sydney,49.0,10.0
Greenville,Crown College,64.0,20.0
Southwest Minnesota State,Sioux Falls,28.0,10.0
Erskine,Barton College,14.0,48.0
Glenville State,WV Wesleyan,41.0,3.0
Concordia-St. Paul,Wayne State (NE),21.0,56.0
New Haven,Bentley,24.0,17.0
Lake Forest,Chicago,14.0,15.0
Southwestern University,Sewanee Univ. of the South,24.0,0.0
Susquehanna,Lycoming,49.0,10.0
Emory & Henry,Limestone,29.0,47.0
Western Carolina,East Tennessee State,58.0,7.0
Villanova,Towson,33.0,10.0
Rhode Island,North Carolina A&T,31.0,24.0
Dayton,Marist,35.0,6.0
Eastern Illinois,Tennessee State,30.0,17.0
Hampton,William & Mary,10.0,31.0
Morehead State,Davidson,47.0,17.0
Harvard,Pennsylvania,25.0,23.0
Campbell,Delaware,7.0,45.0
Indiana State,Western Illinois,27.0,6.0
Bethune-Cookman,Alabama A&M,31.0,14.0
Colgate,Lehigh,37.0,21.0
Bucknell,Georgetown,47.0,50.0
Westminster PA,Geneva College,35.0,14.0
Maryville TN,Southern Virginia,48.0,10.0
Trinity (TX),Hendrix College,56.0,7.0
Kenyon,Oberlin,38.0,10.0
Shenandoah,Washington & Lee,21.0,40.0
Averett,Ferrum,38.0,10.0
Carson-Newman,Catawba,14.0,24.0
Lock Haven,Edinboro,30.0,36.0
Shippensburg,Gannon,17.0,10.0
Ursinus,Dickinson,21.0,10.0
Franklin & Marshall,Gettysburg,35.0,10.0
Catholic University,Juniata,34.0,20.0
Stevenson,Eastern University,26.0,23.0
Minnesota State,Minnesota-Duluth,21.0,33.0
Liberty,Old Dominion,38.0,10.0
Grand Valley State,Davenport,38.0,0.0
Michigan Tech,Saginaw Valley,21.0,38.0
Northern Michigan,Northern State,20.0,44.0
Ferris State,Wayne State (MI),63.0,19.0
West Florida,Chowan,52.0,6.0
Hillsdale,Ohio Dominican,35.0,17.0
Bethany (WV),St. Vincent,21.0,29.0
Buffalo State,St Lawrence,7.0,30.0
Augustana (IL),North Central,17.0,61.0
Thiel College,Grove City College,0.0,31.0
Lincoln (MO),Central Missouri State,27.0,63.0
Utica,St. John Fisher,14.0,0.0
Olivet College,Adrian,32.0,10.0
Grinnell,Cornell College (IA),20.0,51.0
Springfield,SUNY Maritime,51.0,6.0
Shorter,West Alabama,9.0,28.0
Stony Brook,Albany,20.0,38.0
Franklin Pierce,American International,21.0,10.0
King's College (PA),Alvernia University,50.0,0.0
Valparaiso,Stetson,23.0,20.0
Albion,Alma College,14.0,50.0
West Liberty,Wheeling Jesuit,31.0,3.0
South Dakota,North Dakota,14.0,10.0
East Stroudsburg,California (PA),37.0,30.0
Wabash College,DePauw,30.0,33.0
Defiance,Bluffton,35.0,42.0
Otterbein,John Carroll,22.0,37.0
Furman,VMI,37.0,3.0
Dartmouth,Cornell,30.0,14.0
Heidelberg,Capital,31.0,17.0
Hanover,Franklin,36.0,17.0
Manchester,Anderson (IN),37.0,7.0
Rose-Hulman,Mount St. Joseph,20.0,68.0
Mount Union,Baldwin-Wallace,41.0,17.0
Marietta,Muskingum,21.0,20.0
UW-Oshkosh,UW-River Falls,38.0,31.0
Aurora,Concordia (WI),23.0,0.0
Lakeland University,Eureka College,35.0,34.0
McKendree,William Jewell College,35.0,14.0
Southwest Baptist,Indianapolis,3.0,41.0
Illinois Wesleyan,Elmhurst,49.0,13.0
Drake,Presbyterian College,16.0,14.0
Louisiana Monroe,Troy,14.0,45.0
Winona State,Minot State,13.0,7.0
The Citadel,Wofford,3.0,11.0
Charlotte,Memphis,38.0,44.0
Howard Payne,Mary Hardin-Baylor,10.0,35.0
McMurry,Sul Ross State,37.0,23.0
Chadron State,South Dakota Mines,27.0,19.0
Fort Lewis,Colorado Mines,0.0,82.0
Buena Vista,Nebraska Wesleyan University,25.0,20.0
Simpson College,Central,14.0,69.0
Georgia State,Appalachian State,14.0,42.0
Austin Peay,Utah Tech,30.0,17.0
